Row Type,Category,Variant,Item #,Text,Options (best -> worst) / URL,Scoring Notes / Source,Calculation
Checklist Item Link,Training & Fitness Readiness,6-12 Weeks Out (Build),5,"Address any nagging injury or fatigue signal now, while there's still time to adjust the plan",https://uphillathlete.com/strength-training/muscular-endurance-for-mountain-athletes/,,
Checklist Item Link,Training & Fitness Readiness,3 Weeks Out (Taper),1,Reduce volume while keeping some intensity/frequency — a taper isn't just stopping,https://trainright.com/tapering-ultrarunning-prevent-taper-tantrum/,,
Checklist Item Link,Training & Fitness Readiness,3 Weeks Out (Taper),2,Skip any new 'confidence-boosting' hard efforts or big vert days this close to the event,https://www.youtube.com/watch?v=chfvgll_hS4,,
Checklist Item Link,Training & Fitness Readiness,3 Weeks Out (Taper),3,"Give any lingering injury real attention now, not during the event",https://trainright.com/tapering-ultrarunning-prevent-taper-tantrum/,,
Checklist Item Link,Training & Fitness Readiness,3 Weeks Out (Taper),4,"Redirect the extra time and energy toward sleep, gear prep, and mental rehearsal instead of more training stress",https://www.youtube.com/watch?v=chfvgll_hS4,,
Checklist Item Link,Training & Fitness Readiness,"ADDED if ""first ultra"" checked",1,"Bank at least a year of consistent, patiently-built training before treating an ultra as the goal, not the stretch",https://trainright.com/new-ultramarathon-runner-four-year-training-plan/,,
Checklist Item Link,Training & Fitness Readiness,"ADDED if ""first ultra"" checked",2,"Know your target distance's minimum weekly hours during peak training — 6 hrs/week for a 50K or 50-miler, 9 hrs/week for a 100K or 100-miler — and build your schedule to actually hit it",https://trainright.com/ultramarathon-training-time-required/,,
Checklist Item Link,Training & Fitness Readiness,"ADDED if ""first ultra"" checked",3,"Increase weekly volume gradually and don't skip cutback weeks — big, fast jumps in mileage are the most common way new ultrarunners get hurt",https://run.outsideonline.com/training/getting-started/myth-of-the-10-percent-rule/,,
Checklist Item Link,Training & Fitness Readiness,"ADDED if ""first ultra"" checked",4,"Map out realistically where the training time will come from before you commit — work, family, and sleep don't pause for a training block",https://ultrarunning.com/featured/training-for-an-ultra-on-a-busy-schedule/,,
Checklist Item Link,Training & Fitness Readiness,"ADDED if ""first ultra"" checked",5,"Build your support system before race day — a training partner, family who understands the time commitment, or a coach",https://trainright.com/new-ultramarathon-runner-four-year-training-plan/,,
Checklist Item Link,Training & Fitness Readiness,"ADDED if ""first ultra"" checked",6,"Practice a run/walk strategy in training now — walking hills isn't failure, it's how almost every ultrarunner actually finishes",https://relentlessforwardcommotion.com/run-walk-strategies-for-ultramarathon-why-they-work-how-to-execute-them/,,
Checklist Item Link,Training & Fitness Readiness,"ADDED if ""first ultra"" checked",7,"Pick one specific race you're genuinely excited about and commit to it, rather than staying vague about ""doing an ultra someday""",https://trainright.com/new-ultramarathon-runner-four-year-training-plan/,,
Checklist Item Link,Training & Fitness Readiness,"ADDED if ""first hike"" checked",1,"Build up gradually — day hikes, then overnights, then multi-day trips — rather than jumping straight to your goal hike",https://www.ula-equipment.com/2025/02/26/how-to-train-for-a-thru-hike/,,
Checklist Item Link,Training & Fitness Readiness,"ADDED if ""first hike"" checked",2,"Train with your pack loaded to actual trip weight, not empty or lightly loaded — this is what most first-timers get wrong",https://www.rei.com/learn/expert-advice/thru-hiking-goal-training.html,,
Checklist Item Link,Training & Fitness Readiness,"ADDED if ""first hike"" checked",3,"Do at least one back-to-back multi-day trip before your goal hike, so you know what day 2 and 3 actually feel like",https://www.the-backpacking-site.com/off-the-beaten-path/how-to-train-for-a-thru-hike/,,
Checklist Item Link,Training & Fitness Readiness,"ADDED if ""first hike"" checked",4,"Pick a well-established, appropriately-scoped route for a first attempt — save the remote, technical routes for once you have miles under you",https://stories.strava.com/articles/how-to-prepare-for-your-first-thru-hike,,
Checklist Item Link,Training & Fitness Readiness,"ADDED if ""first hike"" checked",5,"Build a real budget — resupply, lodging/permits, gear, and an emergency buffer — running out of money ends more thru-hikes than injuries do",https://www.cleverhiker.com/backpacking/21-pro-tips-for-the-first-time-thru-hiker/,,
Checklist Item Link,Training & Fitness Readiness,"ADDED if ""first hike"" checked",6,Line up your support system now — someone to manage resupply boxes and check in on your progress,https://www.cleverhiker.com/backpacking/21-pro-tips-for-the-first-time-thru-hiker/,,
Checklist Item Link,Training & Fitness Readiness,"ADDED if ""first hike"" checked",7,"Commit to one specific trail you're genuinely excited about, rather than staying vague about ""doing a long hike someday""",https://www.eathomas.com/skills/a-helpful-guide-to-start-planning-your-first-thru-hike,,
Checklist Item Link,Training & Fitness Readiness,"ADDED if ""first hike"" checked",8,"Set aside real weekly time for route, gear, and resupply research — treat planning as part of the training, not an afterthought",https://www.eathomas.com/skills/a-helpful-guide-to-start-planning-your-first-thru-hike,,
Checklist Item Link,Training & Fitness Readiness,"ADDED if ""first mountaineering"" checked",1,"Build your aerobic base first — roughly 85% of training volume should stay below your aerobic threshold, with intensity added only once that base is built",https://uphillathlete.com/aerobic-training/,,
Checklist Item Link,Training & Fitness Readiness,"ADDED if ""first mountaineering"" checked",2,"Progress gradually and continuously — big jumps in volume or intensity are the fastest route to injury or overtraining, not to fitness",https://uphillathlete.com/product/training-for-the-new-alpinism-book/,,
Checklist Item Link,Training & Fitness Readiness,"ADDED if ""first mountaineering"" checked",3,"Train muscular endurance specific to carrying a loaded pack for hours, not just raw gym strength — that's what actually gets taxed on the mountain",https://uphillathlete.com/podcast/training-for-mountaineering-base-training/,,
Checklist Item Link,Training & Fitness Readiness,"ADDED if ""first mountaineering"" checked",4,"Take a mountaineering course or hire a guide to learn ice axe, crampon, and rope skills before going unguided — these aren't skills to learn for the first time on your objective",https://www.rei.com/learn/expert-advice/mountaineering-summit-adventures.html,,
Checklist Item Link,Training & Fitness Readiness,"ADDED if ""first mountaineering"" checked",5,Pick a non-technical objective well within your current skill level for a first attempt — save harder routes for once you've built real mountain experience,https://www.internationalalpineguides.com/blog/2024/4/28/the-proper-steps-to-begin-the-sport-of-mountaineering,,
Checklist Item Link,Training & Fitness Readiness,"ADDED if ""first mountaineering"" checked",6,"Get avalanche safety training (AIARE Level 1) and practice with your beacon, shovel, and probe until it's second nature, if your route crosses avalanche terrain",https://aukcliff.com/blogs/news/beginner-mountaineering-guide,,
Checklist Item Link,Training & Fitness Readiness,"ADDED if ""first mountaineering"" checked",7,"Line up a partner with matching skills for roped sections — technical terrain is a team sport, and a mismatched partner is its own risk factor",https://www.redbull.com/us-en/beginner-guide-how-to-do-mountaineering,,
Checklist Item Link,Training & Fitness Readiness,"ADDED if ""first mountaineering"" checked",8,"Decide your turnaround criteria before you leave, not on the mountain — the turnaround call is consistently cited as the hardest and most important decision in mountaineering",https://globalsummitguide.com/complete-guide-essential-mountaineering-skills/,,
Checklist Item Link,Training & Fitness Readiness,"ADDED if ""first mountaineering"" checked",9,"Get wilderness first aid training, or make sure someone on your team has it — you may be hours or days from professional help",https://aukcliff.com/blogs/news/beginner-mountaineering-guide,,
Checklist Item Link,Training & Fitness Readiness,"ADDED if ""first mountaineering"" checked",10,"Learn to read mountain weather — cloud buildup, wind shifts, pressure changes — so you can make a real go/no-go call instead of just hoping the forecast holds",https://www.wta.org/go-outside/trail-smarts/how-to/what-can-clouds-tell-you-while-hiking,,
Checklist Item Link,Training & Fitness Readiness,"ADDED if ""first skimo"" checked",1,"Build your aerobic base first, the same principle behind all Uphill Athlete training — race-pace intensity only pays off once that foundation is there",https://uphillathlete.com/aerobic-training/,,
Checklist Item Link,Training & Fitness Readiness,"ADDED if ""first skimo"" checked",2,"Structured skimo plans generally run 6–10 hours/week at peak — make sure your schedule can actually support that before race day, not just in theory",https://uphillathlete.com/training-plans/16-week-basic-skimo-racing-training-plan/,,
Checklist Item Link,Training & Fitness Readiness,"ADDED if ""first skimo"" checked",3,"Get comfortable on ungroomed, off-piste, and expert terrain before race day — many courses intentionally leave the groomed runs",https://www.usaskimo.org/what-to-expect-in-your-first-skimo-race/,,
Checklist Item Link,Training & Fitness Readiness,"ADDED if ""first skimo"" checked",4,"Train on your actual race gear beforehand — race skis and boots behave very differently from touring setups, and race day is the wrong time to find that out",https://www.voile.com/blog/a-beginners-guide-to-skimo-racing/,,
Checklist Item Link,Training & Fitness Readiness,"ADDED if ""first skimo"" checked",5,"Practice transitions — skins off, boots to ski mode — until they're automatic; fumbled transitions cost more time than most people expect",http://www.skintrack.com/tips-tricks-advice/6-tips-to-get-ready-for-your-first-ski-mountaineering-race/,,
Checklist Item Link,Training & Fitness Readiness,"ADDED if ""first skimo"" checked",6,"Plan your recovery as deliberately as your training, especially around back-to-back race weekends — fatigue management is part of the program, not an afterthought",https://uphillathlete.com/product/training-for-the-uphill-athlete-book/,,
Checklist Item Link,Training & Fitness Readiness,"ADDED if ""first skimo"" checked",7,"Practice with your beacon, shovel, and probe until you're genuinely competent, not just equipped — many races require this gear for a reason",https://www.usaskimo.org/what-to-expect-in-your-first-skimo-race/,,
Checklist Item Link,Training & Fitness Readiness,"ADDED if ""first skimo"" checked",8,"Read up on the actual race format beforehand — transition zones, mandatory gear checks, how the course is marked — so none of it is a surprise on race morning",https://www.microcosm-coaching.com/microblog/guide-to-ski-mountaineering-skimo-racing/,,
Checklist Item Link,Training & Fitness Readiness,"ADDED if ""first skimo"" checked",9,"Learn to read mountain weather signs — cloud buildup, wind shifts, temperature swings — that affect snow stability and visibility on training days",https://www.wta.org/go-outside/trail-smarts/how-to/what-can-clouds-tell-you-while-hiking,,
Checklist Item Link,Medical & Injury History,,1,Discuss any pre-existing condition with a doctor before you go,https://www.trailrunnermag.com/nutrition/race-day-nutrition-nutrition/warning-signs/,,
Checklist Item Link,Medical & Injury History,,2,"Make sure needed medications are packed and accessible, and anyone with you knows how to help",https://www.trailrunnermag.com/nutrition/race-day-nutrition-nutrition/warning-signs/,,
Checklist Item Link,Medical & Injury History,,3,"If you have a history of heat illness, hyponatremia, hypernatremia, or rhabdomyolysis, build a specific prevention plan",https://www.trailrunnermag.com/nutrition/race-day-nutrition-nutrition/warning-signs/,,
Checklist Item Link,Medical & Injury History,,4,"Address any injury or pain from the past 6 months that isn't fully resolved, rather than hoping it clears up on its own",https://www.youtube.com/watch?v=aDIvspLzj1g,,
Checklist Item Link,Safety & Emergency Preparedness,,1,Share your trip plan and expected finish/return window with someone,https://www.irunfar.com/exercise-associated-hyponatremia-the-not-so-salty-truth,,
Checklist Item Link,Safety & Emergency Preparedness,,2,"Look up on-course medical support and the nearest hospital or urgent care, and save the event's emergency number if one exists",https://www.irunfar.com/exercise-associated-hyponatremia-the-not-so-salty-truth,,
Checklist Item Link,Safety & Emergency Preparedness,,3,Carry basic ID and medical information on you,https://www.youtube.com/watch?v=gSnyIpeuR50,,
Checklist Item Link,Safety & Emergency Preparedness,,4,"Review the early warning signs of heat illness, hyponatremia, and hypothermia",https://www.youtube.com/watch?v=gSnyIpeuR50,,
Checklist Item Link,Safety & Emergency Preparedness,,5,"Learn the symptoms and immediate response for the full range of exertional emergencies — heat illness, hypothermia, hyponatremia, hypernatremia, and rhabdomyolysis",https://www.irunfar.com/exercise-associated-hyponatremia-the-not-so-salty-truth,,
Checklist Item Link,Safety & Emergency Preparedness,,6,Confirm your backup navigation/communication plan for remote sections,https://www.outdoorgearlab.com/topics/camping-and-hiking/best-personal-locator-beacon,,
Checklist Item Link,Event Logistics & Support,,1,"Brief your crew, pacer, or hiking partner on the plan",https://www.trainingpeaks.com/blog/crewing-for-ultramarathon/,,
Checklist Item Link,Event Logistics & Support,,2,Finalize and pack drop bags or resupply boxes,https://relentlessforwardcommotion.com/the-beginners-guide-to-packing-an-ultramarathon-drop-bag/,,
Checklist Item Link,Event Logistics & Support,,3,Map your expected pace against cutoffs or daily mileage targets,https://www.youtube.com/watch?v=FClpCNWjzcM,,
Checklist Item Link,Event Logistics & Support,,4,Set clear check-in points with anyone supporting you,https://www.trainingpeaks.com/blog/crewing-for-ultramarathon/,,
Checklist Item Link,Mental Readiness & Pacing,,1,"Base your pacing plan on real training paces, not race-day adrenaline",https://trainright.com/ultramarathon-pacing-strategies-staying-in-the-moment/,,
Checklist Item Link,Mental Readiness & Pacing,,2,Define your own turn-around or stopping criteria ahead of time,https://www.trailrunnermag.com/training/how-to-know-when-to-dnf/,,
Checklist Item Link,Mental Readiness & Pacing,,3,"Mentally rehearse the low points — night hours, motivation dips",https://www.youtube.com/watch?v=HpOiy4oHQq4,,
Checklist Item Link,Mental Readiness & Pacing,,4,Write your pacing/decision plan down somewhere you (or your crew) can reference it,https://trainright.com/ultramarathon-pacing-strategies-staying-in-the-moment/,,
Checklist Item Link,Recovery Plan,,1,"Sketch a post-event plan for nutrition, sleep, and light movement",https://trainright.com/recovery-after-running-an-ultramarathon/,,
Checklist Item Link,Recovery Plan,,2,Decide in advance when/how you'd seek medical follow-up if something comes up,https://trainright.com/recovery-after-running-an-ultramarathon/,,
Checklist Item Link,Recovery Plan,,3,Set a gradual return-to-training timeline instead of jumping back in hard,https://trainright.com/recovery-after-running-an-ultramarathon/,,
Checklist Item Link,Recovery Plan,,4,Block time to debrief and capture lessons while they're fresh,https://www.youtube.com/watch?v=te2IJ1w1LUI,,
